"person_id","id_in_wave","gender","id_in_gender","condition","wave","n_met_in_wave","meet_station","start_station","date_order","partner_id_in_wave","partner_id","match","int_corr","samerace","partner_age","partner_race","partner_pref_attr","partner_pref_sinc","partner_pref_intel","partner_pref_fun","partner_pref_amb","partner_pref_shar","received_yes","received_attr","received_sinc","received_intel","received_fun","received_amb","received_shar","received_like","received_prob_yes","received_met_before","age","field","field_code","undergrad_school","median_sat","tuition","race","imp_samerace","imp_samerelig","hometown","zipcode","income","event_goal","date_freq","goout_freq","career","career_code","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","you_said_yes","race_label","partner_race_label"
3,3,0,5,1,1,10,9,NA,9,5,15,0,-0.14,0,24,3,30,10,20,10,10,20,1,6,10,8,6,NA,NA,6,1,2,25,"economics",2,NA,NA,NA,2,8,4,"connecticut","6268",NA,6,3,1,"economist",NA,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0,"European/Caucasian-American","Latino/Hispanic American"
3,3,0,5,1,1,10,9,NA,8,6,16,0,-0.3,1,25,2,50,0,30,10,0,10,1,7,6,6,6,6,6,6,7,2,25,"economics",2,NA,NA,NA,2,8,4,"connecticut","6268",NA,6,3,1,"economist",NA,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0,"European/Caucasian-American","European/Caucasian-American"
3,3,0,5,1,1,10,9,NA,3,7,17,0,-0.26,1,30,2,35,15,25,10,5,10,0,6,3,5,4,5,4,2,2,2,25,"economics",2,NA,NA,NA,2,8,4,"connecticut","6268",NA,6,3,1,"economist",NA,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0,"European/Caucasian-American","European/Caucasian-American"
3,3,0,5,1,1,10,9,NA,4,8,18,0,0.29,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,4,5,6,4,6,4,5,1,2,25,"economics",2,NA,NA,NA,2,8,4,"connecticut","6268",NA,6,3,1,"economist",NA,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0,"European/Caucasian-American","European/Caucasian-American"
3,3,0,5,1,1,10,9,NA,10,9,19,0,-0.15,1,28,2,50,0,25,10,0,15,1,7,7,6,8,7,7,7,7,2,25,"economics",2,NA,NA,NA,2,8,4,"connecticut","6268",NA,6,3,1,"economist",NA,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0,"European/Caucasian-American","European/Caucasian-American"
3,3,0,5,1,1,10,9,NA,1,10,20,0,-0.47,1,24,2,100,0,0,0,0,0,0,5,6,8,5,8,6,5,5,2,25,"economics",2,NA,NA,NA,2,8,4,"connecticut","6268",NA,6,3,1,"economist",NA,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,0,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,3,1,11,0,-0.18,1,27,2,35,20,20,20,0,5,0,6,7,8,7,7,5,6,3,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,2,2,12,0,-0.18,1,22,2,60,0,0,40,0,0,0,6,5,10,6,6,5,6,3,1,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,9,3,13,0,0.05,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,NA,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
4,4,0,7,1,1,10,6,NA,4,4,14,1,-0.18,1,23,2,30,5,15,40,5,5,1,7,7,7,9,9,9,8,10,1,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,6,5,15,0,0.21,0,24,3,30,10,20,10,10,20,1,8,8,9,8,8,9,9,7,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","Latino/Hispanic American"
4,4,0,7,1,1,10,6,NA,5,6,16,0,0.37,1,25,2,50,0,30,10,0,10,1,6,6,7,7,8,7,6,6,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,10,7,17,0,0.35,1,30,2,35,15,25,10,5,10,1,7,6,3,5,6,5,6,4,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,1,8,18,0,0.15,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,7,8,6,6,5,7,7,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,7,9,19,1,-0.47,1,28,2,50,0,25,10,0,15,1,7,7,7,10,9,10,8,8,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,"European/Caucasian-American","European/Caucasian-American"
4,4,0,7,1,1,10,6,NA,8,10,20,0,-0.19,1,24,2,100,0,0,0,0,0,0,7,8,8,7,8,7,7,7,2,23,"law",1,NA,NA,NA,2,1,1,"texas","77096",37754,1,5,1,"lawyer/policy work",1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,1,1,11,0,-0.43,1,27,2,35,20,20,20,0,5,0,6,8,8,8,7,6,6,5,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,10,2,12,0,0,1,22,2,60,0,0,40,0,0,0,6,7,10,7,6,5,7,4,1,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,7,3,13,0,-0.17,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,1,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
5,5,0,9,1,1,10,4,NA,2,4,14,1,0.08,1,23,2,30,5,15,40,5,5,1,6,8,6,8,10,10,7,7,1,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,4,5,15,0,-0.16,0,24,3,30,10,20,10,10,20,0,5,9,9,7,9,5,5,7,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,"European/Caucasian-American","Latino/Hispanic American"
5,5,0,9,1,1,10,4,NA,3,6,16,0,0.06,1,25,2,50,0,30,10,0,10,0,5,8,7,7,7,7,6,7,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,8,7,17,0,-0.05,1,30,2,35,15,25,10,5,10,0,2,3,4,4,5,3,3,3,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,9,8,18,0,0.07,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,5,5,6,5,5,5,6,5,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,5,9,19,1,-0.13,1,28,2,50,0,25,10,0,15,1,5,9,9,9,9,6,7,7,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1,"European/Caucasian-American","European/Caucasian-American"
5,5,0,9,1,1,10,4,NA,6,10,20,0,-0.06,1,24,2,100,0,0,0,0,0,0,3,10,7,7,10,5,4,10,2,21,"law",1,NA,NA,NA,2,8,1,"bowdoin college","94022",86340,2,4,1,"lawyer",1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,1,"European/Caucasian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,5,1,11,0,0.33,0,27,2,35,20,20,20,0,5,0,7,9,8,9,8,4,7,4,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,4,2,12,0,0.37,0,22,2,60,0,0,40,0,0,0,6,8,10,6,7,6,7,4,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,1,3,13,0,-0.51,1,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,1,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,"Asian/Pacific Islander/Asian-American","Asian/Pacific Islander/Asian-American"
6,6,0,11,1,1,10,8,NA,6,4,14,1,0.12,0,23,2,30,5,15,40,5,5,1,6,8,8,7,9,8,7,7,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,8,5,15,0,0.35,0,24,3,30,10,20,10,10,20,1,9,7,9,7,9,6,9,2,1,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,"Asian/Pacific Islander/Asian-American","Latino/Hispanic American"
6,6,0,11,1,1,10,8,NA,7,6,16,0,0.19,0,25,2,50,0,30,10,0,10,1,6,6,8,8,8,7,6,6,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,2,7,17,0,0.47,0,30,2,35,15,25,10,5,10,0,5,6,8,4,5,4,3,3,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,3,8,18,0,0.03,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,0,6,7,8,7,8,5,7,6,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,9,9,19,1,0.46,0,28,2,50,0,25,10,0,15,1,6,7,7,6,6,6,6,6,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
6,6,0,11,1,1,10,8,NA,10,10,20,0,0.43,0,24,2,100,0,0,0,0,0,0,7,10,10,6,10,7,6,7,2,23,"law",1,NA,NA,NA,4,1,1,"md","20878",60304,1,3,1,"lawyer",1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,2,1,11,0,0.19,0,27,2,35,20,20,20,0,5,0,7,8,8,8,7,7,7,4,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,1,2,12,0,0.21,0,22,2,60,0,0,40,0,0,1,7,9,10,6,6,5,8,4,1,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,8,3,13,0,0.52,1,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,NA,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,"Asian/Pacific Islander/Asian-American","Asian/Pacific Islander/Asian-American"
7,7,0,13,1,1,10,5,NA,3,4,14,1,-0.46,0,23,2,30,5,15,40,5,5,1,8,8,9,8,9,9,8,7,1,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,5,5,15,0,-0.27,0,24,3,30,10,20,10,10,20,1,8,7,9,6,9,5,8,4,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,"Asian/Pacific Islander/Asian-American","Latino/Hispanic American"
7,7,0,13,1,1,10,5,NA,4,6,16,0,0.59,0,25,2,50,0,30,10,0,10,1,8,8,8,6,6,6,7,7,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,9,7,17,0,0.31,0,30,2,35,15,25,10,5,10,0,7,6,5,4,4,3,5,4,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,10,8,18,0,0.08,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,1,8,7,6,7,7,5,7,5,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,6,9,19,1,-0.34,0,28,2,50,0,25,10,0,15,1,9,7,9,9,9,10,9,9,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
7,7,0,13,1,1,10,5,NA,7,10,20,0,-0.16,0,24,2,100,0,0,0,0,0,0,7,6,8,6,8,7,7,7,2,22,"law",1,NA,NA,NA,4,2,4,"southern california","91360",54620,1,5,1,"law",1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1,"Asian/Pacific Islander/Asian-American","European/Caucasian-American"
8,8,0,15,1,1,10,10,NA,7,1,11,0,-0.03,1,27,2,35,20,20,20,0,5,0,8,7,6,6,6,5,7,4,2,25,"masters in public administration",13,NA,NA,NA,2,1,1,"london, england","0",NA,1,5,1,"journalist",6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1,"European/Caucasian-American","European/Caucasian-American"
8,8,0,15,1,1,10,10,NA,6,2,12,1,-0.11,1,22,2,60,0,0,40,0,0,1,8,8,10,7,6,5,9,4,2,25,"masters in public administration",13,NA,NA,NA,2,1,1,"london, england","0",NA,1,5,1,"journalist",6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1,"European/Caucasian-American","European/Caucasian-American"
8,8,0,15,1,1,10,10,NA,3,3,13,1,0.42,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,25,"masters in public administration",13,NA,NA,NA,2,1,1,"london, england","0",NA,1,5,1,"journalist",6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
